Código IBGE do Município;Nome das Grandes Regiões;Nome da Microregião;incompleto - Amarela;Incompleto - Branca; incompleto - Indígena;incompleto - Parda;Incompleto - Preta;Superior completo - Amarela;Superior completo - Branca;Superior completo - Indígena;Superior completo - Parda;Superior completo - Preta
171195;Norte;JalapÒo;2;30;0;226;11;3;21;0;110;11
171200;Norte;Porto Nacional;2;94;0;59;146;4;41;0;20;32
171215;Norte;Dian¾polis;2;27;0;164;28;0;26;0;17;0
171240;Norte;JalapÒo;11;35;0;248;17;3;16;0;82;0
171245;Norte;Bico do Papagaio;0;87;0;238;30;0;18;0;62;13
171250;Norte;Miracema do Tocantins;23;160;0;326;77;6;79;0;72;6
171270;Norte;JalapÒo;11;13;0;161;26;2;16;0;34;2
171280;Norte;Bico do Papagaio;8;47;8;225;36;2;16;0;55;0
171320;Norte;Miracema do Tocantins;39;513;5;1656;246;11;360;0;579;95
171330;Norte;Miracema do Tocantins;30;501;0;984;106;21;164;0;203;31
171360;Norte;Porto Nacional;17;110;0;731;106;0;20;0;159;26
171370;Norte;Miracema do Tocantins;6;77;0;159;25;0;7;0;12;0
171380;Norte;Bico do Papagaio;0;181;0;468;71;0;34;0;85;6
171395;Norte;AraguaÝna;23;41;0;210;34;3;9;0;48;7
171420;Norte;Dian¾polis;7;163;0;715;128;0;106;0;269;63
171430;Norte;Bico do Papagaio;17;85;0;438;56;5;45;0;117;16
171488;Norte;AraguaÝna;35;316;0;1118;114;13;92;0;142;10
171500;Norte;Rio Formoso;13;110;0;396;50;0;34;0;115;16
171510;Norte;JalapÒo;10;60;0;413;23;0;33;0;108;4
171515;Norte;Dian¾polis;0;49;0;160;24;1;34;0;82;3
171525;Norte;Dian¾polis;0;30;0;233;22;0;8;0;15;4
171550;Norte;Rio Formoso;0;34;0;128;3;0;26;0;22;1
171570;Norte;AraguaÝna;3;96;0;412;25;0;33;0;78;3
171575;Norte;Gurupi;11;256;0;713;65;0;109;0;133;13
171610;Norte;Rio Formoso;210;2407;27;4034;419;32;1364;0;1177;84
171620;Norte;Dian¾polis;30;60;0;619;108;9;66;0;231;58
171630;Norte;AraguaÝna;0;186;0;407;69;0;39;0;100;0
171650;Norte;Porto Nacional;63;344;6;1096;98;29;307;0;343;48
171660;Norte;Gurupi;14;254;0;885;179;9;71;0;221;56
171665;Norte;Miracema do Tocantins;10;137;4;369;10;0;48;0;84;0
171670;Norte;Miracema do Tocantins;6;244;0;533;101;16;187;0;240;19
171700;Norte;Dian¾polis;0;121;0;249;67;0;60;0;88;9
171720;Norte;AraguaÝna;3;61;0;182;71;0;35;0;36;11
171750;Norte;Rio Formoso;28;223;56;539;73;0;79;0;102;6
171780;Norte;Dian¾polis;9;33;0;409;14;9;35;0;85;4
171790;Norte;JalapÒo;7;142;0;669;57;0;92;0;153;6
171800;Norte;Dian¾polis;4;49;0;256;26;5;10;0;52;13
171820;Norte;Porto Nacional;256;1432;0;4531;985;88;1452;0;1690;265
171830;Norte;Bico do Papagaio;10;172;0;609;73;0;23;0;101;27
171840;Norte;Miracema do Tocantins;16;67;0;336;33;2;41;0;105;0
171845;Norte;Rio Formoso;7;123;0;219;36;0;13;0;40;3
171850;Norte;JalapÒo;8;50;0;205;6;0;20;0;55;5
171855;Norte;Bico do Papagaio;5;65;0;238;112;4;43;0;55;25
171865;Norte;Dian¾polis;3;37;0;160;12;0;13;0;43;0
171870;Norte;Miracema do Tocantins;10;72;0;210;4;4;28;0;51;2
171875;Norte;JalapÒo;9;98;0;559;11;6;50;0;132;3
171880;Norte;Bico do Papagaio;15;47;3;393;36;2;21;0;49;19
171884;Norte;Rio Formoso;7;124;10;167;21;8;63;0;94;8
171886;Norte;AraguaÝna;15;232;44;583;65;6;59;2;112;22
171888;Norte;Porto Nacional;0;128;0;186;18;0;69;0;42;4
171889;Norte;Gurupi;4;57;0;195;24;0;27;0;45;5
171890;Norte;Dian¾polis;20;38;0;432;58;3;28;0;98;20
171900;Norte;JalapÒo;0;55;0;209;33;0;39;0;57;3
172000;Norte;Bico do Papagaio;0;76;0;189;25;0;19;0;42;12
172010;Norte;Bico do Papagaio;6;131;0;361;80;0;24;0;64;11
172015;Norte;JalapÒo;8;10;0;101;8;2;20;0;28;2
172020;Norte;Bico do Papagaio;31;322;6;919;194;0;40;0;84;12
172025;Norte;Gurupi;10;44;0;190;44;6;25;0;83;20
172030;Norte;Bico do Papagaio;22;167;0;448;68;0;10;0;36;9
172049;Norte;Dian¾polis;65;180;0;500;93;11;49;0;57;18
172065;Norte;Porto Nacional;0;54;0;478;87;0;53;0;117;10
172080;Norte;Bico do Papagaio;23;146;5;738;72;0;75;0;106;14
172085;Norte;Gurupi;5;58;0;115;22;0;35;0;38;9
172090;Norte;Dian¾polis;56;293;0;1144;100;5;205;0;230;64
172093;Norte;Dian¾polis;0;12;0;142;11;3;11;0;41;10
172097;Norte;Gurupi;16;77;8;218;51;6;28;4;43;3
172100;Norte;Porto Nacional;940;8562;54;18409;3587;760;13179;23;10833;1512
172110;Norte;Porto Nacional;5;53;241;248;7;0;65;3;82;11
172120;Norte;Bico do Papagaio;0;606;87;2343;261;12;363;0;629;128
172125;Norte;Miracema do Tocantins;0;43;0;130;20;4;13;0;22;18
172130;Norte;Miracema do Tocantins;8;40;0;86;21;6;8;0;40;3
172208;Norte;AraguaÝna;5;193;0;996;80;5;119;0;217;18
172210;Norte;AraguaÝna;75;351;0;987;207;26;164;0;216;45
210005;Nordeste;Imperatriz;98;4200;68;10100;1207;10;1063;0;1323;192
210010;Nordeste;Coelho Neto;9;70;0;441;18;1;8;0;92;15
210015;Nordeste;Baixo ParnaÝba Maranhense;5;205;0;686;15;0;15;0;81;3
210020;Nordeste;Litoral Ocidental Maranhense;0;478;0;1550;680;0;59;0;180;111
210030;Nordeste;Coelho Neto;57;333;0;1445;152;10;23;0;117;8
210040;Nordeste;PindarÚ;27;165;0;952;50;0;63;0;136;7
210043;Nordeste;Cod¾;51;392;0;2240;174;0;94;0;127;33
210047;Nordeste;PindarÚ;45;652;0;2364;283;10;90;0;188;30
210050;Nordeste;Gerais de Balsas;17;189;0;796;63;4;78;0;151;14
210055;Nordeste;Gurupi;0;123;0;458;3;0;45;0;69;3
210060;Nordeste;Imperatriz;51;847;158;2929;152;10;141;0;312;30
210070;Nordeste;Baixada Maranhense;10;1129;0;1809;155;0;159;0;91;8
210080;Nordeste;Chapadinha;38;311;0;1541;66;0;57;0;97;6
210083;Nordeste;Litoral Ocidental Maranhense;32;341;0;1474;244;9;45;0;105;16
210087;Nordeste;PindarÚ;4;287;7;1219;210;0;15;0;47;28
210090;Nordeste;Baixo ParnaÝba Maranhense;66;802;0;2722;214;0;171;0;389;38
210095;Nordeste;Alto Mearim e Graja·;38;769;77;1527;153;0;54;0;344;18
210100;Nordeste;Baixada Maranhense;11;1439;0;2305;305;0;223;0;92;46
210110;Nordeste;Rosßrio;13;207;0;1300;184;0;62;0;184;32
210120;Nordeste;MÚdio Mearim;203;3236;8;8088;1646;50;1029;0;1238;275
210125;Nordeste;Rosßrio;20;510;6;1677;267;6;96;0;83;17
210130;Nordeste;Litoral Ocidental Maranhense;113;248;0;1295;565;0;77;0;180;101
210135;Nordeste;Litoral Ocidental Maranhense;6;37;0;415;141;0;2;0;39;0
210140;Nordeste;Gerais de Balsas;278;2805;22;8649;999;99;1694;15;1627;153
210150;Nordeste;Chapadas do Alto Itapecuru;37;519;0;1574;229;16;89;0;243;17
210160;Nordeste;Alto Mearim e Graja·;107;2817;159;6318;514;8;806;0;886;101
210170;Nordeste;Lenþois Maranhenses;8;1284;11;4695;334;21;170;0;465;76
210173;Nordeste;Chapadinha;5;100;0;498;16;7;2;0;32;0
210177;Nordeste;Baixada Maranhense;15;344;0;827;121;4;46;0;73;6
210180;Nordeste;Chapadas das Mangabeiras;0;129;0;416;24;0;23;0;34;3
210190;Nordeste;Litoral Ocidental Maranhense;12;1155;0;1120;495;0;93;0;78;26
210193;Nordeste;MÚdio Mearim;16;192;0;448;23;7;30;0;65;9
210197;Nordeste;Gurupi;0;116;6;665;30;0;23;4;92;11
210200;Nordeste;PindarÚ;80;948;20;2327;246;12;176;13;192;46
210203;Nordeste;PindarÚ;35;520;133;2923;175;0;73;0;166;21
210207;Nordeste;MÚdio Mearim;50;494;0;1219;100;0;41;0;66;12
210210;Nordeste;Chapadinha;90;644;8;2222;224;0;125;0;385;7
210215;Nordeste;PindarÚ;11;90;0;318;23;0;18;0;46;4
210220;Nordeste;Chapadinha;0;574;0;1965;196;0;76;0;131;19
210230;Nordeste;Caxias;0;443;0;1914;284;8;141;0;291;9
210232;Nordeste;PindarÚ;80;2101;10;5400;386;0;102;0;329;0
210235;Nordeste;Imperatriz;0;429;0;1317;71;0;50;0;90;13
210237;Nordeste;Rosßrio;11;180;24;603;44;5;10;0;89;5
210240;Nordeste;Litoral Ocidental Maranhense;0;161;0;982;118;4;38;0;84;0
210250;Nordeste;Baixada Maranhense;19;351;0;1495;72;0;12;0;107;0
210255;Nordeste;Porto Franco;0;559;0;1508;88;0;44;0;91;11
210260;Nordeste;Gurupi;12;352;0;1696;181;5;78;0;144;21
210270;Nordeste;Itapecuru Mirim;5;292;0;1916;154;4;99;0;257;21
210275;Nordeste;Cod¾;6;268;0;688;21;0;61;0;143;0
210280;Nordeste;Porto Franco;41;773;8;2103;161;33;289;0;336;21
210290;Nordeste;Gurupi;0;448;8;2313;100;0;83;0;216;26
210300;Nordeste;Caxias;268;3462;83;12325;2094;37;1359;17;2472;596
210310;Nordeste;Litoral Ocidental Maranhense;5;266;0;1176;26;0;71;0;100;18
210312;Nordeste;Litoral Ocidental Maranhense;6;74;0;681;310;0;5;0;24;8
210315;Nordeste;Gurupi;25;300;0;977;114;0;38;0;56;2
210317;Nordeste;Gurupi;6;355;0;1220;94;0;62;0;120;0
210320;Nordeste;Chapadinha;43;2053;10;5904;407;48;416;0;602;41
210325;Nordeste;Imperatriz;6;324;0;1125;169;6;57;0;136;0
210330;Nordeste;Cod¾;200;1913;0;8941;1463;43;582;0;1110;362
210340;Nordeste;Coelho Neto;129;729;0;3124;430;19;318;0;546;31
210350;Nordeste;Chapadas do Alto Itapecuru;116;1032;26;3055;517;27;271;0;353;66
210355;Nordeste;Baixada Maranhense;4;201;0;726;99;0;30;5;118;18
210360;Nordeste;Cod¾;67;1728;0;4150;645;14;251;0;709;132
210370;Nordeste;Litoral Ocidental Maranhense;26;626;11;2762;846;24;95;0;249;122
210375;Nordeste;Imperatriz;12;392;6;1225;152;0;65;0;67;17
210380;Nordeste;Presidente Dutra;18;982;0;2010;132;0;110;0;289;16
210390;Nordeste;Coelho Neto;0;209;0;818;69;0;35;0;87;5
210400;Nordeste;MÚdio Mearim;6;576;0;1628;117;5;146;0;192;5
210405;Nordeste;Porto Franco;33;1458;0;3688;376;23;429;16;372;35
210407;Nordeste;Gerais de Balsas;17;188;0;618;26;6;23;0;72;9
210408;Nordeste;Alto Mearim e Graja·;9;134;41;275;57;0;23;0;31;0
210409;Nordeste;Alto Mearim e Graja·;29;538;0;1302;70;11;131;0;147;5
210410;Nordeste;Chapadas das Mangabeiras;53;369;0;1065;84;0;101;0;144;25
210420;Nordeste;Presidente Dutra;21;340;0;986;54;0;147;0;227;29
210430;Nordeste;Gurupi;17;277;0;1083;185;5;46;0;96;7
210440;Nordeste;Presidente Dutra;75;554;0;1052;135;8;152;0;173;23
210450;Nordeste;Presidente Dutra;0;162;0;706;73;0;78;0;109;8
210455;Nordeste;Imperatriz;26;594;5;1662;123;0;82;0;106;0
210460;Nordeste;Presidente Dutra;12;374;0;1235;155;5;54;0;145;32
210462;Nordeste;Presidente Dutra;3;105;0;532;62;0;30;0;73;8
210465;Nordeste;PindarÚ;16;193;0;875;74;0;29;0;20;5
210467;Nordeste;Gurupi;10;592;10;2132;326;21;56;0;262;57
210470;Nordeste;Presidente Dutra;12;143;0;486;37;3;32;0;40;6
210480;Nordeste;Alto Mearim e Graja·;54;2028;160;4737;549;9;510;0;417;91
210490;Nordeste;Litoral Ocidental Maranhense;8;221;0;1332;292;4;58;0;167;33
210500;Nordeste;Lenþois Maranhenses;24;407;0;2442;92;0;39;0;208;10
210510;Nordeste;Rosßrio;12;281;0;2255;124;0;8;0;317;22
210515;Nordeste;Baixada Maranhense;29;317;6;1076;267;12;48;0;118;28
210520;Nordeste;MÚdio Mearim;9;333;0;921;78;4;90;0;128;17
210530;Nordeste;Imperatriz;677;11403;80;25075;3291;223;5234;0;5258;696
210535;Nordeste;Alto Mearim e Graja·;11;287;7;1207;53;0;9;0;54;9
210540;Nordeste;Itapecuru Mirim;0;1323;0;5462;621;0;294;4;628;9
210542;Nordeste;Imperatriz;66;959;0;2381;216;25;180;0;306;25
210545;Nordeste;Chapadas do Alto Itapecuru;19;184;0;629;51;8;34;0;49;10
210547;Nordeste;Alto Mearim e Graja·;17;290;161;870;61;0;38;0;120;5
210550;Nordeste;Imperatriz;54;706;0;1924;290;9;167;0;136;49
210560;Nordeste;Alto Mearim e Graja·;29;284;0;1009;86;0;65;0;140;19
210565;Nordeste;Gurupi;0;47;0;283;6;0;17;0;65;0
210570;Nordeste;PindarÚ;121;1146;0;4232;253;11;156;0;424;32
210580;Nordeste;MÚdio Mearim;38;262;0;793;77;11;55;0;169;38
210590;Nordeste;MÚdio Mearim;5;389;0;1048;70;0;64;0;136;11
210592;Nordeste;Chapadas do Alto Itapecuru;3;272;0;830;32;0;45;0;119;0
210594;Nordeste;MÚdio Mearim;10;242;0;613;42;0;18;0;72;6
210596;Nordeste;PindarÚ;3;123;0;488;34;0;11;0;86;0
210598;Nordeste;Imperatriz;16;285;0;555;44;0;26;0;54;0
210600;Nordeste;MÚdio Mearim;38;380;0;628;215;5;63;0;121;11
210610;Nordeste;Chapadas das Mangabeiras;11;280;0;1056;47;0;57;0;96;17
210620;Nordeste;Gurupi;10;181;0;594;71;0;35;0;93;2
210630;Nordeste;Baixo ParnaÝba Maranhense;5;421;0;1426;44;0;123;0;117;0
210632;Nordeste;Gurupi;15;462;0;1792;108;0;46;0;102;21
210635;Nordeste;PindarÚ;13;79;0;318;24;3;13;0;45;11
210637;Nordeste;Gurupi;34;301;14;1359;161;0;75;0;112;11
210640;Nordeste;Chapadinha;3;276;0;1372;160;0;19;0;49;5
210650;Nordeste;Baixada Maranhense;0;507;0;1991;299;20;99;0;291;8
210660;Nordeste;Caxias;33;458;0;2004;170;11;82;0;266;20
210663;Nordeste;Itapecuru Mirim;0;259;0;1111;43;6;54;0;147;21
210667;Nordeste;Chapadinha;9;160;0;482;20;0;41;0;30;7
210670;Nordeste;Chapadas do Alto Itapecuru;17;580;0;1353;83;5;139;0;151;8
210675;Nordeste;Itapecuru Mirim;0;772;0;2262;201;0;187;0;231;5
210680;Nordeste;Litoral Ocidental Maranhense;19;214;0;1540;224;0;28;0;250;16
210690;Nordeste;Baixada Maranhense;125;650;0;2387;932;12;51;0;191;85
210700;Nordeste;Imperatriz;26;324;54;594;65;0;39;0;95;14
210710;Nordeste;Rosßrio;10;273;0;1552;63;7;37;0;239;18
210720;Nordeste;Itapecuru Mirim;8;329;0;1077;203;5;63;0;137;29
210725;Nordeste;Chapadas das Mangabeiras;35;123;0;353;41;4;21;0;54;2
210730;Nordeste;Chapadas do Alto Itapecuru;3;125;0;318;51;0;33;0;82;26
210735;Nordeste;PindarÚ;10;544;0;1639;185;0;34;0;146;23
210740;Nordeste;MÚdio Mearim;25;713;0;1263;109;10;148;0;253;23
210745;Nordeste;Baixada Maranhense;0;309;0;1291;166;0;30;0;117;0
210750;Nordeste;AglomeraþÒo Urbana de SÒo LuÝs;195;3573;11;10713;1912;35;1645;10;1638;428
210760;Nordeste;Baixada Maranhense;21;276;0;1777;296;0;37;0;76;4
210770;Nordeste;Chapadas do Alto Itapecuru;60;756;0;1526;93;0;192;8;212;32
210780;Nordeste;Caxias;80;518;0;1951;176;12;76;0;215;16
210790;Nordeste;Chapadas do Alto Itapecuru;9;302;0;873;110;0;89;0;137;21
210800;Nordeste;Chapadas do Alto Itapecuru;46;714;0;1411;131;11;192;0;114;26
210805;Nordeste;Lenþois Maranhenses;8;401;0;1497;71;0;77;0;182;14
210810;Nordeste;PindarÚ;37;390;0;1278;64;15;55;0;158;34
210820;Nordeste;MÚdio Mearim;103;1266;0;3491;573;30;496;0;422;139
210825;Nordeste;Baixada Maranhense;20;307;0;1693;396;0;28;1;134;49
210830;Nordeste;Baixada Maranhense;41;532;0;2551;697;10;24;0;159;68
210840;Nordeste;Baixada Maranhense;5;722;0;1046;207;0;48;0;39;20
210845;Nordeste;Cod¾;41;343;0;1504;240;6;54;0;155;41
210850;Nordeste;PindarÚ;83;921;20;2751;647;12;169;0;309;103
210860;Nordeste;Baixada Maranhense;104;2880;21;6790;1154;27;484;0;1031;165
210870;Nordeste;MÚdio Mearim;20;393;0;1366;105;12;159;11;212;21
210880;Nordeste;Itapecuru Mirim;15;305;0;1670;119;0;55;0;261;39
210890;Nordeste;MÚdio Mearim;33;548;0;1643;45;0;143;0;195;11
210900;Nordeste;Porto Franco;30;838;5;2062;97;5;318;0;483;36
210905;Nordeste;Litoral Ocidental Maranhense;3;143;0;576;127;0;30;0;95;0
210910;Nordeste;Presidente Dutra;111;1905;0;3642;195;29;705;0;716;36
210920;Nordeste;Rosßrio;13;82;6;981;66;0;25;0;109;0
210923;Nordeste;PindarÚ;14;143;0;627;139;12;27;0;75;16
210927;Nordeste;Baixada Maranhense;10;252;3;1709;84;0;20;0;102;11
210930;Nordeste;Itapecuru Mirim;9;179;0;974;121;0;21;0;125;15
210940;Nordeste;Lenþois Maranhenses;6;191;0;866;36;4;40;0;86;4
210945;Nordeste;AglomeraþÒo Urbana de SÒo LuÝs;35;997;9;2563;350;0;125;0;194;33
210950;Nordeste;Gerais de Balsas;31;697;0;1631;121;7;94;0;154;20
210955;Nordeste;Imperatriz;15;315;0;701;48;3;47;0;33;5
210960;Nordeste;Rosßrio;10;857;19;4143;323;0;166;0;380;61
210970;Nordeste;Chapadas das Mangabeiras;14;80;0;517;24;8;6;0;59;8
210975;Nordeste;Alto Mearim e Graja·;10;173;0;513;10;0;8;0;30;0
210980;Nordeste;Baixada Maranhense;20;1444;0;2389;422;8;197;0;267;77
210990;Nordeste;PindarÚ;257;2435;21;7150;974;81;955;0;985;190
211000;Nordeste;PindarÚ;51;1217;7;5503;698;24;266;0;614;33
211003;Nordeste;PindarÚ;22;707;0;2265;180;0;132;0;134;23
211010;Nordeste;Baixo ParnaÝba Maranhense;0;532;0;2073;134;0;104;0;240;6
211020;Nordeste;Rosßrio;12;989;0;3238;342;0;119;0;244;49
211023;Nordeste;Baixo ParnaÝba Maranhense;0;177;0;1005;38;0;5;0;44;0
211027;Nordeste;Lenþois Maranhenses;0;256;0;1057;21;0;11;0;97;6
211030;Nordeste;MÚdio Mearim;0;375;0;1045;115;0;98;0;291;15
211040;Nordeste;Chapadinha;0;363;0;1034;21;0;25;0;89;0
211050;Nordeste;Baixada Maranhense;63;1080;10;3626;1281;0;130;0;207;176
211060;Nordeste;Baixo ParnaÝba Maranhense;9;330;0;2746;115;0;63;0;406;20
211065;Nordeste;Chapadas das Mangabeiras;17;202;0;398;46;0;56;0;36;10
211070;Nordeste;Presidente Dutra;23;1019;0;2843;216;0;293;0;377;46
211080;Nordeste;Chapadas das Mangabeiras;13;127;0;299;8;0;41;0;34;0
211085;Nordeste;Imperatriz;36;396;0;859;78;0;53;0;69;0
211090;Nordeste;Chapadas do Alto Itapecuru;18;195;3;688;64;16;49;0;80;5
211100;Nordeste;Baixada Maranhense;0;672;0;1911;177;0;92;0;154;31
211102;Nordeste;PindarÚ;6;196;0;788;108;5;9;0;28;0
211105;Nordeste;Porto Franco;12;484;0;1013;54;0;83;0;119;0
211107;Nordeste;Caxias;31;180;0;1073;156;0;16;0;104;27
211110;Nordeste;Chapadas do Alto Itapecuru;55;944;0;2418;467;0;298;0;286;42
211120;Nordeste;AglomeraþÒo Urbana de SÒo LuÝs;329;5850;28;17394;2920;36;1946;20;3095;430
211125;Nordeste;Presidente Dutra;33;142;0;561;94;0;12;0;37;3
211130;Nordeste;AglomeraþÒo Urbana de SÒo LuÝs;1800;40587;238;93710;21432;1328;42045;155;33010;7811
211140;Nordeste;MÚdio Mearim;35;414;0;1328;191;5;68;0;162;75
211150;Nordeste;MÚdio Mearim;54;1244;0;3100;420;22;106;0;335;27
211153;Nordeste;Imperatriz;17;280;0;922;67;4;66;0;93;24
211157;Nordeste;Porto Franco;5;145;0;443;15;0;20;0;52;9
211160;Nordeste;Chapadas das Mangabeiras;43;619;0;1470;189;5;192;0;155;15
211163;Nordeste;MÚdio Mearim;8;85;0;442;13;0;19;0;45;0
211167;Nordeste;MÚdio Mearim;9;118;0;302;11;3;15;0;41;6
211170;Nordeste;Baixada Maranhense;12;413;0;2612;193;0;59;11;189;8
211172;Nordeste;MÚdio Mearim;3;166;0;794;58;0;15;0;42;0
211174;Nordeste;Presidente Dutra;5;164;0;649;115;0;24;0;89;24
211176;Nordeste;Imperatriz;21;470;9;1437;129;5;116;0;226;58
211178;Nordeste;Litoral Ocidental Maranhense;0;50;0;728;379;0;0;0;38;23
211180;Nordeste;Alto Mearim e Graja·;21;659;0;1246;62;0;118;0;177;7
211190;Nordeste;Chapadas do Alto Itapecuru;65;256;0;816;69;4;69;0;83;7
211195;Nordeste;Chapadas do Alto Itapecuru;3;103;0;333;33;0;24;3;30;2
211200;Nordeste;Gerais de Balsas;0;145;0;728;41;0;30;0;61;8
211210;Nordeste;Cod¾;0;523;0;1869;310;0;71;0;267;67
211220;Nordeste;Caxias;374;3492;13;15237;2475;84;1202;13;2430;360
211223;Nordeste;MÚdio Mearim;28;591;0;1415;180;0;92;0;87;5
211227;Nordeste;PindarÚ;10;109;0;470;17;7;15;0;78;3
211230;Nordeste;Alto Mearim e Graja·;27;1180;0;2403;223;2;254;0;205;26
211240;Nordeste;Gurupi;54;570;0;2964;339;0;51;0;217;13
211245;Nordeste;Gurupi;21;511;0;1498;118;10;31;0;92;6
211250;Nordeste;Lenþois Maranhenses;30;1246;0;4483;251;0;133;0;436;11
211260;Nordeste;Chapadinha;11;482;0;2115;100;0;45;0;169;8
211270;Nordeste;Itapecuru Mirim;13;504;0;4317;209;0;153;0;273;0
211280;Nordeste;Baixada Maranhense;25;1501;0;4436;736;0;311;0;558;112
211285;Nordeste;Imperatriz;1;356;0;1118;120;0;12;0;38;0
211290;Nordeste;Baixada Maranhense;22;1477;0;2873;231;10;191;0;156;14
211300;Nordeste;PindarÚ;11;674;0;2423;145;0;329;0;456;20
211400;Nordeste;PindarÚ;60;1351;0;4804;743;0;321;0;359;91
220005;Nordeste;Alto MÚdio CanindÚ;9;480;0;98;36;0;43;0;24;0
220010;Nordeste;MÚdio ParnaÝba Piauiense;27;77;5;549;42;0;19;0;80;6
220020;Nordeste;MÚdio ParnaÝba Piauiense;75;395;0;1433;119;27;152;0;283;19
220025;Nordeste;Pio IX;5;348;0;239;22;0;89;0;47;0
220027;Nordeste;Pio IX;8;204;0;342;0;4;62;0;68;2
220030;Nordeste;Campo Maior;18;302;0;1022;53;0;59;0;89;0
220040;Nordeste;Teresina;47;833;7;3572;223;6;197;0;780;33
220045;Nordeste;Alto MÚdio GurguÚia;34;122;0;406;93;0;39;0;71;19
220050;Nordeste;MÚdio ParnaÝba Piauiense;5;271;0;1160;428;0;117;0;276;67
220060;Nordeste;MÚdio ParnaÝba Piauiense;51;181;0;670;97;10;77;0;87;24
220070;Nordeste;SÒo Raimundo Nonato;4;302;0;874;48;10;125;0;165;3
220080;Nordeste;BertolÝnia;35;32;0;273;52;17;26;0;87;15
220090;Nordeste;Valenþa do PiauÝ;0;122;0;443;68;0;18;0;96;9
220095;Nordeste;Picos;3;62;0;184;6;0;4;0;10;0
220100;Nordeste;MÚdio ParnaÝba Piauiense;31;56;0;370;112;12;15;0;74;8
220105;Nordeste;Campo Maior;27;210;0;431;6;16;33;0;37;4
220110;Nordeste;Chapadas do Extremo Sul Piauiense;20;291;0;831;9;0;90;0;93;18
220115;Nordeste;Alto ParnaÝba Piauiense;37;209;0;863;44;9;37;0;90;5
220117;Nordeste;Valenþa do PiauÝ;11;108;0;251;9;0;13;0;42;0
220120;Nordeste;Baixo ParnaÝba Piauiense;45;723;0;3910;314;0;275;0;759;35
220130;Nordeste;Alto MÚdio GurguÚia;0;85;0;242;46;0;12;0;83;8
220140;Nordeste;MÚdio ParnaÝba Piauiense;54;152;0;634;70;3;37;0;79;11
220150;Nordeste;Baixo ParnaÝba Piauiense;0;346;0;1815;93;10;117;0;174;0
220155;Nordeste;Alto MÚdio CanindÚ;0;349;0;96;32;0;49;0;11;0
220157;Nordeste;Alto MÚdio CanindÚ;10;84;3;214;13;0;13;0;35;4
220160;Nordeste;Teresina;38;151;0;781;11;0;54;0;140;3
220170;Nordeste;BertolÝnia;7;118;0;491;55;3;71;0;103;10
220173;Nordeste;Alto MÚdio CanindÚ;24;234;0;232;18;2;34;0;30;3
220177;Nordeste;Baixo ParnaÝba Piauiense;0;136;0;560;12;3;21;0;101;2
220180;Nordeste;Picos;0;218;0;290;15;0;130;0;66;0
220190;Nordeste;Alto MÚdio GurguÚia;29;621;8;1683;259;97;584;0;484;111
220191;Nordeste;Litoral Piauiense;2;165;0;234;0;0;47;0;38;0
220192;Nordeste;SÒo Raimundo Nonato;12;150;0;329;45;0;29;0;56;8
220194;Nordeste;Campo Maior;0;80;0;505;31;0;9;0;68;2
220196;Nordeste;Baixo ParnaÝba Piauiense;3;222;0;538;56;0;59;0;80;5
220198;Nordeste;SÒo Raimundo Nonato;7;42;0;225;0;2;7;0;34;0
220200;Nordeste;Litoral Piauiense;33;462;5;1487;108;0;114;0;244;47
220202;Nordeste;Campo Maior;8;152;0;721;6;0;52;0;99;0
220205;Nordeste;Baixo ParnaÝba Piauiense;36;185;0;886;129;0;29;0;118;0
220207;Nordeste;Picos;29;16;0;301;53;2;10;0;47;11
220208;Nordeste;Litoral Piauiense;3;163;0;445;51;3;51;0;63;3
220209;Nordeste;Alto MÚdio CanindÚ;4;171;0;390;29;0;30;0;86;0
220210;Nordeste;Alto MÚdio CanindÚ;0;59;0;411;56;0;17;0;48;16
220211;Nordeste;Alto MÚdio CanindÚ;9;154;0;261;23;4;17;0;54;3
220213;Nordeste;Alto MÚdio CanindÚ;11;149;0;346;37;3;28;0;34;0
220217;Nordeste;Baixo ParnaÝba Piauiense;5;64;4;459;48;6;9;0;87;12
220220;Nordeste;Campo Maior;67;1252;0;4230;338;10;733;0;1180;138
220225;Nordeste;Floriano;13;56;0;278;12;6;15;0;36;0
220230;Nordeste;SÒo Raimundo Nonato;30;469;0;1124;156;0;166;0;292;24
220240;Nordeste;Campo Maior;0;199;0;855;45;0;53;0;96;0
220245;Nordeste;Alto MÚdio CanindÚ;0;141;0;245;79;0;23;0;23;3
220250;Nordeste;SÒo Raimundo Nonato;31;289;0;677;89;0;100;0;86;4
220253;Nordeste;Litoral Piauiense;0;81;0;302;18;0;10;0;31;0
220255;Nordeste;Alto MÚdio CanindÚ;8;74;0;352;17;7;41;0;50;0
220260;Nordeste;Campo Maior;60;543;0;1407;132;24;155;0;278;22
220265;Nordeste;Litoral Piauiense;7;65;0;188;28;0;9;0;17;8
220270;Nordeste;Litoral Piauiense;0;712;0;1330;8;0;68;0;99;0
220271;Nordeste;Campo Maior;5;48;0;364;40;0;5;0;39;0
220272;Nordeste;Litoral Piauiense;0;149;0;233;2;0;37;0;49;2
220273;Nordeste;Teresina;3;53;0;286;12;0;11;0;35;1
220275;Nordeste;BertolÝnia;3;202;9;574;88;0;85;0;142;12
220277;Nordeste;Picos;10;97;4;558;148;6;13;0;85;31
